sn,model,product_id,location,start_time,end_time,source,type,unit,value
"8899020762","HPE DX380 Gen10 8SFF CTO Svr","P17640-B21","ND-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server cpu utilization","%","38.795223654898635"
"8899020762","HPE DX380 Gen10 8SFF CTO Svr","P17640-B21","ND-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server power","W","49.571649089821534"
"8899020883","HPE DX380 Gen10 24SFF CTO Svr","P17642-B21","WA-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server cpu utilization","%","30.889050064349792"
"8899020883","HPE DX380 Gen10 24SFF CTO Svr","P17642-B21","WA-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server power","W","16.189401507421724"
"8899020974","HPE DX380 Gen10 24SFF CTO Svr","P17642-B21","ND-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server cpu utilization","%","54.912909854881676"
"8899020974","HPE DX380 Gen10 24SFF CTO Svr","P17642-B21","ND-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server power","W","131.67106130432128"
"8899020990","HPE DX380 Gen10 24SFF CTO Svr","P17642-B21","ND-02","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server cpu utilization","%","31.770348346738693"
"8899020990","HPE DX380 Gen10 24SFF CTO Svr","P17642-B21","ND-02","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server power","W","109.85967887329396"
"8899021130","HPE DL325 Gen10+ 24SFF CTO Svr","P15535-B21","ND-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server cpu utilization","%","12.931822126948234"
"8899021130","HPE DL325 Gen10+ 24SFF CTO Svr","P15535-B21","ND-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server power","W","226.71454991835975"
"8899021217","HPE DX380 Gen10 24SFF CTO Svr","P17642-B21","ND-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server cpu utilization","%","13.555118817266804"
"8899021217","HPE DX380 Gen10 24SFF CTO Svr","P17642-B21","ND-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server power","W","126.1090548536994"
"8899021258","HPE ProLiant DX380 Gen10 12LFF OEM2 Svr","P31732-B21","ND-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server cpu utilization","%","23.816616489509265"
"8899021258","HPE ProLiant DX380 Gen10 12LFF OEM2 Svr","P31732-B21","ND-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server power","W","66.35113238970543"
"8899021592","HPE DX380 Gen10+ 12LFF CTO Svr","P40792-B21","ND-02","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server cpu utilization","%","36.32571500174834"
"8899021592","HPE DX380 Gen10+ 12LFF CTO Svr","P40792-B21","ND-02","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server power","W","115.83646973963744"
"8899021648","HPE DL325 G10+ v2 7313P 1P 32G 8SFF Svr","P38477-291","ND-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server cpu utilization","%","0.44044561228725254"
"8899021648","HPE DL325 G10+ v2 7313P 1P 32G 8SFF Svr","P38477-291","ND-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server power","W","30.361600157423318"
"8899021948","HPE DL325 Gen10+ 24SFF U.2 CTO Svr","P18612-B21","ND-02","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server cpu utilization","%","15.321838836027737"
"8899021948","HPE DL325 Gen10+ 24SFF U.2 CTO Svr","P18612-B21","ND-02","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server power","W","273.28895371716675"
"8899022292","HPE ProLiant DX380 Gen10 12LFF OEM2 Svr","P31732-B21","ND-02","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server cpu utilization","%","30.90514296919693"
"8899022292","HPE ProLiant DX380 Gen10 12LFF OEM2 Svr","P31732-B21","ND-02","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server power","W","106.90985887937943"
"8899022566","HPE DL325 Gen10+ 139TB AF Nd Qumulo","R8F01A","ND-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server cpu utilization","%","17.967279259573502"
"8899022566","HPE DL325 Gen10+ 139TB AF Nd Qumulo","R8F01A","ND-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server power","W","99.06053896971525"
"8899022848","HPE DL325 Gen10+ 24SFF CTO Svr","P15535-B21","DE-1","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server cpu utilization","%","44.18371502407447"
"8899022848","HPE DL325 Gen10+ 24SFF CTO Svr","P15535-B21","DE-1","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server power","W","209.8581674764534"
"8899022948","HPE DL325 G10+ v2 7313P 1P 32G 8SFF Svr","P38477-291","ND-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server cpu utilization","%","83.56617025182726"
"8899022948","HPE DL325 G10+ v2 7313P 1P 32G 8SFF Svr","P38477-291","ND-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server power","W","49.0683888665094"
"8899022983","HPE DX380 Gen10+ 24SFF CTO Svr","P42679-B21","DE-1","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server cpu utilization","%","21.13733145434813"
"8899022983","HPE DX380 Gen10+ 24SFF CTO Svr","P42679-B21","DE-1","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server power","W","152.53313829948502"
"8899023002","HPE DX380 Gen10+ 24SFF CTO Svr","P42679-B21","ND-02","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server cpu utilization","%","66.50478629546816"
"8899023002","HPE DX380 Gen10+ 24SFF CTO Svr","P42679-B21","ND-02","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server power","W","75.95064697692884"
"8899023250","HPE DX380 Gen10 24SFF CTO Svr","P17642-B21","WA-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server cpu utilization","%","31.626192045311026"
"8899023250","HPE DX380 Gen10 24SFF CTO Svr","P17642-B21","WA-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server power","W","3.9320551333790776"
"8899023833","HPE DL325 Gen10+ 24SFF U.2 CTO Svr","P18612-B21","ND-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server cpu utilization","%","37.29153970193387"
"8899023833","HPE DL325 Gen10+ 24SFF U.2 CTO Svr","P18612-B21","ND-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server power","W","91.478460186971"
"8899024251","HPE DX380 Gen10+ 24SFF CTO Svr","P42679-B21","ND-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server cpu utilization","%","8.996648599625717"
"8899024251","HPE DX380 Gen10+ 24SFF CTO Svr","P42679-B21","ND-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server power","W","97.96543577638582"
"8899024584","HPE DL325 Gen10+ 24SFF CTO Svr","P15535-B21","ND-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server cpu utilization","%","30.59608441092914"
"8899024584","HPE DL325 Gen10+ 24SFF CTO Svr","P15535-B21","ND-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server power","W","7.5828117103275865"
"8899024993","HPE DL325 Gen10+ 24SFF NVMe U.3 CTO Svr","P15735-B21","ND-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server cpu utilization","%","13.650418681476829"
"8899024993","HPE DL325 Gen10+ 24SFF NVMe U.3 CTO Svr","P15735-B21","ND-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server power","W","92.82848038543679"
"8899025297","HPE DL325 G10+ v2 7313P 1P 32G 8SFF Svr","P38477-291","DE-1","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server cpu utilization","%","10.597470079222104"
"8899025297","HPE DL325 G10+ v2 7313P 1P 32G 8SFF Svr","P38477-291","DE-1","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server power","W","77.29842340976428"
"8899025438","HPE ProLiant DX380 Gen10 12FF OEM2b Svr","P31734-B21","WA-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server cpu utilization","%","37.9995990167371"
"8899025438","HPE ProLiant DX380 Gen10 12FF OEM2b Svr","P31734-B21","WA-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server power","W","2.0813636020946698"
"8899025527","HPE DL325 Gen10+ 24SFF NVMe U.3 CTO Svr","P15735-B21","WA-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server cpu utilization","%","26.656123839005858"
"8899025527","HPE DL325 Gen10+ 24SFF NVMe U.3 CTO Svr","P15735-B21","WA-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server power","W","77.71545326749688"
"8899025595","HPE DX380 Gen10+ 24SFF CTO Svr","P42679-B21","WA-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server cpu utilization","%","1.0706474308554659"
"8899025595","HPE DX380 Gen10+ 24SFF CTO Svr","P42679-B21","WA-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server power","W","8.297088511357337"
"8899025626","HPE DX380 Gen10+ 24SFF CTO Svr","P42679-B21","WA-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server cpu utilization","%","8.233279271105602"
"8899025626","HPE DX380 Gen10+ 24SFF CTO Svr","P42679-B21","WA-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server power","W","277.68242402879577"
"8899025799","HPE DX380 Gen10+ 12LFF CTO Svr","P40792-B21","ND-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server cpu utilization","%","20.782523304406208"
"8899025799","HPE DX380 Gen10+ 12LFF CTO Svr","P40792-B21","ND-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server power","W","3.192170570416416"
"8899026410","HPE ProLiant DX380 Gen10 12FF OEM2a Svr","P31733-B21","ND-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server cpu utilization","%","55.697761046629815"
"8899026410","HPE ProLiant DX380 Gen10 12FF OEM2a Svr","P31733-B21","ND-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server power","W","123.61788896928026"
"8899027016","HPE ProLiant DX380 Gen10 12FF OEM2b Svr","P31734-B21","DE-1","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server cpu utilization","%","28.464208177398937"
"8899027016","HPE ProLiant DX380 Gen10 12FF OEM2b Svr","P31734-B21","DE-1","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server power","W","45.01884648227571"
"8899027035","HPE ProLiant DX380 Gen10 12FF OEM2a Svr","P31733-B21","WA-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server cpu utilization","%","14.530467385084012"
"8899027035","HPE ProLiant DX380 Gen10 12FF OEM2a Svr","P31733-B21","WA-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server power","W","138.66885221532286"
"8899027075","HPE DL325 G10+ v2 4LFF TAA CTO Svr","P43249-B21","DE-1","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server cpu utilization","%","65.36921131549617"
"8899027075","HPE DL325 G10+ v2 4LFF TAA CTO Svr","P43249-B21","DE-1","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server power","W","20.442616245812413"
"8899027350","HPE DX380 Gen10+ 24SFF CTO Svr","P42679-B21","ND-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server cpu utilization","%","32.36332285040135"
"8899027350","HPE DX380 Gen10+ 24SFF CTO Svr","P42679-B21","ND-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server power","W","79.58962732916457"
"8899027376","HPE DL325 Gen10+ 139TB AF Nd Qumulo","R8F01A","ND-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server cpu utilization","%","2.2495460003264123"
"8899027376","HPE DL325 Gen10+ 139TB AF Nd Qumulo","R8F01A","ND-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server power","W","65.17613624808754"
"8899027846","HPE DX380 Gen10+ 24SFF CTO Svr","P42679-B21","ND-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server cpu utilization","%","27.09519493558798"
"8899027846","HPE DX380 Gen10+ 24SFF CTO Svr","P42679-B21","ND-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server power","W","233.50526032352477"
"8899027983","HPE ProLiant DX380 Gen10 12FF OEM2b Svr","P31734-B21","ND-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server cpu utilization","%","21.136616338309043"
"8899027983","HPE ProLiant DX380 Gen10 12FF OEM2b Svr","P31734-B21","ND-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server power","W","144.24108305113415"
"8899028422","HPE ProLiant DX380 Gen10 12LFF OEM2 Svr","P31732-B21","WA-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server cpu utilization","%","9.859459826224358"
"8899028422","HPE ProLiant DX380 Gen10 12LFF OEM2 Svr","P31732-B21","WA-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server power","W","26.720847032666402"
"8899028996","HPE DX380 Gen10+ 12LFF CTO Svr","P40792-B21","ND-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server cpu utilization","%","66.89261271778788"
"8899028996","HPE DX380 Gen10+ 12LFF CTO Svr","P40792-B21","ND-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server power","W","107.71059962169048"
"8899029550","HPE ProLiant DX380 Gen10 12LFF OEM2 Svr","P31732-B21","ND-02","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server cpu utilization","%","70.19221570114424"
"8899029550","HPE ProLiant DX380 Gen10 12LFF OEM2 Svr","P31732-B21","ND-02","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server power","W","238.69220601364322"
"8899029906","HPE DL325 Gen10+ 24SFF U.2 CTO Svr","P18612-B21","DE-1","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server cpu utilization","%","59.920478579569725"
"8899029906","HPE DL325 Gen10+ 24SFF U.2 CTO Svr","P18612-B21","DE-1","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server power","W","139.9485502019405"
"8899030596","HPE ZDL325 Gen10 LFF SMC Svr","P04655-B21","ND-02","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server cpu utilization","%","50.23010697919646"
"8899030596","HPE ZDL325 Gen10 LFF SMC Svr","P04655-B21","ND-02","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server power","W","140.2293705009458"
"8899030875","HPE DL325 Gen10+ 139TB AF Nd Qumulo","R8F01A","ND-02","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server cpu utilization","%","18.73599994432554"
"8899030875","HPE DL325 Gen10+ 139TB AF Nd Qumulo","R8F01A","ND-02","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server power","W","40.40905650248962"
"8899031261","HPE DL325 G10+ v2 4LFF TAA CTO Svr","P43249-B21","ND-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server cpu utilization","%","31.61316489139878"
"8899031261","HPE DL325 G10+ v2 4LFF TAA CTO Svr","P43249-B21","ND-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server power","W","250.50632042123618"
"8899031262","HPE DL325 G10+ v2 10All-NVMe Svr for SDS","R8V67A","ND-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server cpu utilization","%","1.0993127015184874"
"8899031262","HPE DL325 G10+ v2 10All-NVMe Svr for SDS","R8V67A","ND-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server power","W","156.2527890215285"
"8899031409","HPE DL325 Gen10 7402P 1P 64G 8SFF Svr","P16696-291","ND-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server cpu utilization","%","81.85254875148007"
"8899031409","HPE DL325 Gen10 7402P 1P 64G 8SFF Svr","P16696-291","ND-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server power","W","96.54163883452807"
"8899031730","HPE DL325 Gen10+ 139TB AF Nd Qumulo","R8F01A","ND-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server cpu utilization","%","1.2000679972581723"
"8899031730","HPE DL325 Gen10+ 139TB AF Nd Qumulo","R8F01A","ND-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server power","W","138.39949661362905"
"8899031771","HPE DL325 Gen10 8SFF CTO Server","P04654-B21","ND-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server cpu utilization","%","54.98229909105745"
"8899031771","HPE DL325 Gen10 8SFF CTO Server","P04654-B21","ND-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server power","W","137.24569474282808"
"8899032063","HPE DL325 Gen10 8SFF CTO Server","P04654-B21","WA-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server cpu utilization","%","90.87464720729614"
"8899032063","HPE DL325 Gen10 8SFF CTO Server","P04654-B21","WA-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server power","W","10.427305617003539"
"8899032400","HPE ZDL325 Gen10 LFF SMC Svr","P04655-B21","DE-1","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server cpu utilization","%","6.522192365145821"
"8899032400","HPE ZDL325 Gen10 LFF SMC Svr","P04655-B21","DE-1","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server power","W","206.64864217551627"
"8899032476","HPE DX380 Gen10+ 24SFF CTO Svr","P42679-B21","WA-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server cpu utilization","%","20.169354281427655"
"8899032476","HPE DX380 Gen10+ 24SFF CTO Svr","P42679-B21","WA-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server power","W","10.277441938006653"
"8899033048","HPE DL325 G10+ v2 7313P 1P 32G 8SFF Svr","P38477-291","ND-02","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server cpu utilization","%","58.53993763647506"
"8899033048","HPE DL325 G10+ v2 7313P 1P 32G 8SFF Svr","P38477-291","ND-02","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server power","W","81.2190234850205"
"8899033227","HPE ProLiant DX380 Gen10 12FF OEM2b Svr","P31734-B21","ND-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server cpu utilization","%","37.44960081238523"
"8899033227","HPE ProLiant DX380 Gen10 12FF OEM2b Svr","P31734-B21","ND-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server power","W","9.664029886402195"
"8899033765","HPE DL325 G10+ v2 4LFF TAA CTO Svr","P43249-B21","ND-02","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server cpu utilization","%","44.0040979404012"
"8899033765","HPE DL325 G10+ v2 4LFF TAA CTO Svr","P43249-B21","ND-02","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server power","W","89.90040451518736"
"8899033827","HPE ProLiant DX380 Gen10 12LFF OEM2 Svr","P31732-B21","DE-1","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server cpu utilization","%","59.452597717627086"
"8899033827","HPE ProLiant DX380 Gen10 12LFF OEM2 Svr","P31732-B21","DE-1","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server power","W","9.777551589016234"
"8899033892","HPE DL325 G10+ v2 10All-NVMe Svr for SDS","R8V67A","ND-02","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server cpu utilization","%","34.11173027337336"
"8899033892","HPE DL325 G10+ v2 10All-NVMe Svr for SDS","R8V67A","ND-02","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server power","W","164.70188013387423"
"8899034544","HPE DL325 Gen10+ 24SFF U.2 CTO Svr","P18612-B21","WA-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server cpu utilization","%","45.82137536393045"
"8899034544","HPE DL325 Gen10+ 24SFF U.2 CTO Svr","P18612-B21","WA-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server power","W","151.24494127259706"
"8899034639","HPE ZDL325 Gen10 LFF SMC Svr","P04655-B21","ND-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server cpu utilization","%","23.54334164958991"
"8899034639","HPE ZDL325 Gen10 LFF SMC Svr","P04655-B21","ND-01","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server power","W","179.70143996172152"
"8899034778","HPE DL325 Gen10+ 24SFF CTO Svr","P15535-B21","ND-02","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server cpu utilization","%","62.12137475659172"
"8899034778","HPE DL325 Gen10+ 24SFF CTO Svr","P15535-B21","ND-02","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server power","W","191.47638259257107"
"8899034873","HPE DX380 Gen10+ 12LFF CTO Svr","P40792-B21","ND-02","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server cpu utilization","%","50.73601360217109"
"8899034873","HPE DX380 Gen10+ 12LFF CTO Svr","P40792-B21","ND-02","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server power","W","90.50735328125474"
"8899035156","HPE DL325 Gen10 8SFF CTO Server","P04654-B21","DE-1","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server cpu utilization","%","18.769895103473658"
"8899035156","HPE DL325 Gen10 8SFF CTO Server","P04654-B21","DE-1","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server power","W","51.55285300024619"
"8899035283","HPE DL325 Gen10 8SFF CTO Server","P04654-B21","DE-1","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server cpu utilization","%","12.582789597237202"
"8899035283","HPE DL325 Gen10 8SFF CTO Server","P04654-B21","DE-1","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server power","W","53.04073070945235"
"8899035288","HPE DL325 Gen10+ 139TB AF Nd Qumulo","R8F01A","ND-02","2023-02-27 00:00:00","2023-02-27 01:00:00","iLo","server cpu utilization","%","15.94009460321164"
